ID,Title,Author(s),Source,Journal,Language(s),Publication year
S0104-40362025000100211-scl,O impacto da pandemia no desempenho escolar em municípios de médio porte do estado do Maranhão,"Rodrigues, Elizabeth Pereira, Maciel, Larissa Porfírio, Ruggiero, Rafael Naime, Ramos, Mozart Neves",Ensaio: Avaliação e Políticas Públicas em Educação; 33(126); -,Ensaio: Avaliação e Políticas Públicas em Educação,Português,2025
S0104-40362025000100210-scl,New model to evaluate innovation in Higher Education institutions,"Proença, Joaquim Jose Carvalho, Vera, Carmen Ramos",Ensaio: Avaliação e Políticas Públicas em Educação; 33(126); -,Ensaio: Avaliação e Políticas Públicas em Educação,Inglês,2025
S0104-40362025000100201-scl,"Cybernetics of self-regulation, homeostasis, and fuzzy logic: foundational triad for assessing learning using artificial intelligence","Rivas, Edinson Oswaldo Delgado, Chiappe, Andrés, Sagredo, Angélica Vera",Ensaio: Avaliação e Políticas Públicas em Educação; 33(126); -,Ensaio: Avaliação e Políticas Públicas em Educação,Inglês,2025
S0103-11042025000100216-scl,"Instrumento de Conhecimento, Atitudes e Práticas (CAP) para enfrentamento de epidemias e pandemias","Pascotini, Mauro Renato, Melo, Michele Bueno de, Pepi, Beatriz Pierini, Oliveira, Leonardo Pestillo de, Yamaguchi, Mirian Ueda",Saúde em Debate; 49(144); -,Saúde em Debate,Português,2025
S1413-81232025000300306-scl,"Variáveis sociodemográficas, do contexto familiar e comportamentais associadas à violência física intrafamiliar na PeNSE","Amaral, Paulla Hermann do, Hirschmann, Roberta, Munhoz, Tiago N.",Ciência & Saúde Coletiva; 30(3); -,Ciência & Saúde Coletiva,"Português, Inglês",2025
S1413-81232025000300309-scl,Association between family violence and physical activity in Brazilian adolescents: a quantile regression analysis,"Benthroldo, Raycauan Silva, Verly Júnior, Eliseu, Rezende, Leandro Fórnias Machado de, Azeredo, Catarina Machado, Marques, Emanuele Souza",Ciência & Saúde Coletiva; 30(3); -,Ciência & Saúde Coletiva,Inglês,2025
S1413-81232025000300310-scl,Avaliação da formação profissional sobre a temática dos acidentes e violências no Sistema Único de Saúde,"Souza, Edinilsa Ramos de, Ribeiro, Adalgisa Peixoto, Assis, Simone Gonçalves de, Andrade, Cristiane Batista, Njaine, Kathie, Silva, Anne Caroline Luz Grudtner da, Minayo, Maria Cecília de Souza",Ciência & Saúde Coletiva; 30(3); -,Ciência & Saúde Coletiva,Português,2025
S2358-41142025000100517-scl,Justiça social e educação para todos: o caso do multilinguismo e das políticas linguísticas em Timor-Leste,"Indart, Karin Noemi Rühle",Gragoatá; 30(66); -,Gragoatá,Português,2025
S1413-81232025000100902-scl,Casos de câncer gástrico no Brasil e tempos de espera para o diagnóstico e tratamento,"Carvalho, Thayana Calixto de, Borges, Anne Karin da Mota, Silva, Ilce Ferreira da",Ciência & Saúde Coletiva; 30(1); -,Ciência & Saúde Coletiva,Português,2025
S1413-81232025000100903-scl,Determinantes sociais de saúde associados à realização de mamografia segundo a Pesquisa Nacional de Saúde de 2013 e 2019,"Silva, Denise Montenegro da, Cavalcante, Yanka Alcântara, Oliveira, Bruno Luciano Carneiro Alves de, Lopes, Marcos Venícios de Oliveira, Fernandes, Ana Fátima Carvalho, Pinheiro, Ana Karina Bezerra, Aquino, Priscila de Souza",Ciência & Saúde Coletiva; 30(1); -,Ciência & Saúde Coletiva,"Português, Inglês",2025
S1983-21172025000100231-scl,APLICACIÓN DE UN JUEGO DE RPG PARA LA EVALUACIÓN DEL APRENDIZAJE EN GEOMETRÍA MOLECULAR SEGÚN LA TAXIONOMÍA DE OBJETIVOS EDUCATIVOS,"Silva, Cleberson Souza da, Cavalcanti, Eduardo Luiz Dias",Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 27(); -,Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),Espanhol,2025
S0103-21002025000200304-scl,Estudo de casos múltiplos sobre modelos internacionais de prática avançada de enfermagem,"Gonçalves, Mayra Santos Mourão, Freire, Neyson Pinheiro, Cunha, Isabel Cristina Kowal Olm, Gonçalves, Reinaldo Willians de Almeida, Lopes Neto, David, Miranda Neto, Manoel Vieira de, Balsanelli, Alexandre Pazetto, Lourenção, Luciano Garcia, Schirmer, Janine",Acta Paulista de Enfermagem; 38(spe1); -,Acta Paulista de Enfermagem,"Francês, Espanhol, Inglês, Português",2025
S0103-21002025000200318-scl,Gestão do cuidado em enfermagem hospitalar: fellowship para fortalecer competências profissionais,"Gleriano, Josué Souza, Chaves, Lucieli Dias Pedreschi, Krein, Carlise, Tomaz, Wanderson Borges, Romualdo, Luciana Paiva, Santiago, Bruna Karoline de Almeida, Vidal, Pedro Henrique de Oliveira Marques, Leal, Laura Andrian",Acta Paulista de Enfermagem; 38(spe1); -,Acta Paulista de Enfermagem,"Francês, Espanhol, Inglês, Português",2025
S0103-21002025000200300-scl,Jogo educativo para prevenção do câncer do colo do útero: propriedades psicométricas,"Alves, José Gerfeson, Pereira, Emanuelly Vieira, Oliveira, Camila Almeida Neves de, Costa, Edmara Chaves, Fialho, Ana Virginia de Melo, Souza, Leilane Barbosa de",Acta Paulista de Enfermagem; 38(spe1); -,Acta Paulista de Enfermagem,"Francês, Espanhol, Inglês, Português",2025
S0103-21002025000200308-scl,Competências em pesquisa e prática baseada em evidências entre enfermeiros da Atenção Primária à Saúde: desafios para a prática avançada,"Miranda Neto, Manoel Vieira de, Stacciarini, Jeanne Marie Rodrigues, Pereira, Erica Gomes, Terra, Maria Fernanda, Cunha, Ludimila Magalhães Rodrigues da, Ribeiro, Luana Bispo, Ribeiro, Josias Neves, Santos, James Francisco Pedro dos",Acta Paulista de Enfermagem; 38(spe1); -,Acta Paulista de Enfermagem,"Francês, Espanhol, Inglês, Português",2025
S1519-69842025000100500-scl,Fruit development and maturation in clones of Coffea canephora implanted in south Amazonas,"Lima, O. A., Relvas, R. M. S., Silva, E. P., Araujo, O. P., Souza, M. N., Silva, I. S., Pautz, C., Carneiro, A. S., Moutinho-Filho, M. D., Santos, M. F. C., Souza, M. S.",Brazilian Journal of Biology; 85(); -,Brazilian Journal of Biology,Inglês,2025
S0103-21002025000200503-scl,Ampliação do âmbito de atuação dos enfermeiros no Chile,"Mackay, María Consuelo Cerón, Doren, Francisca Marquez, Dias, Bruna Moreno",Acta Paulista de Enfermagem; 38(spe1); -,Acta Paulista de Enfermagem,"Francês, Espanhol, Inglês, Português",2025
S2319-06122025000300206-scl,Effective social participation in radiation protection: a necessary approach to indoor radon programs in Brazil,"Dias, D. C. S., Silva, W. L., Silva, N. C., Machado, P. F., Ferreira, A. M.",Brazilian Journal of Radiation Sciences; 13(3); -,Brazilian Journal of Radiation Sciences,Inglês,2025
S0102-36162025000400407-scl,"Perceptions, Expectations, and Barriers to Robotic-Assisted Total Knee Arthroplasty: A Cross-Sectional Study of 218 Patients","Temponi, Eduardo Frois, Castro, Álvaro Coura, Castro Junior, Renato Monteiro de, Menezes, Rômullo Vinícius Dutra, Carvalho Júnior, Lúcio Honório de",Revista Brasileira de Ortopedia; 60(4); -,Revista Brasileira de Ortopedia,"Inglês, Português",2025
S0102-01882025000300301-scl,Anísio Teixeira biografado: cânone biográfico e história da educação,"Paulilo, André Luiz",Revista Brasileira de História; 45(100); -,Revista Brasileira de História,Português,2025
S2595-31922025000100237-scl,"Perfil sociodemográfico, adesão e interações farmacológicas em pacientes com dor crônica atendidos pelo Componente Especializado da Assistência Farmacêutica de Blumenau: estudo transversal","Sasse, Helena Luiza Kirsten, Nilson, Luana Gabriele, Nunes, Mônica Cristina",BrJP; 8(); -,BrJP,"Inglês, Português",2025
S2176-66812025000100505-scl,Investigação matemática e letramento financeiro: impactos de uma intervenção didática no ensino técnico integrado,"Minervino, Vinícius de Souza, Sousa, Marcos de Moraes, Ferreira, Júlio César",Revista Brasileira de Estudos Pedagógicos; 106(); -,Revista Brasileira de Estudos Pedagógicos,Português,2025
S1982-89182025000100443-scl,DEL RENDIMIENTO AL ESFUERZO Y ACTITUD: ENFOQUES EVALUATIVOS EN EDUCACIÓN FÍSICA DESDE LA EXPERIENCIA DOCENTE,"Muñoz-Sepúlveda, Fernando, Moreno Doña, Alberto, Valencia-Peris, Alexandra, Martos-García, Daniel",Movimento; 31(); -,Movimento,Espanhol,2025
S1415-790X2025001000203-scl,Epidemiology and health surveillance: synergies and challenges in a changing world,"Werneck, Guilherme Loureiro",Revista Brasileira de Epidemiologia; 28(); -,Revista Brasileira de Epidemiologia,"Inglês, Português",2025
S0066-782X2025001200304-scl,Cuidados Paliativos na Insuficiência Cardíaca Descompensada com Necessidade de Terapia Inotrópica: Oportunidades de Integração para Melhoria dos Desfechos,"Santi, Daniel Battacini Dei, Oliveira Jr, Mucio Tavares de, Carvalho, Ricardo Tavares de",Arquivos Brasileiros de Cardiologia; 122(12); -,Arquivos Brasileiros de Cardiologia,"Inglês, Português",2025
S0102-69922025000300504-scl,"“Se não é igual a gente, não vai entrar”: branquitude e cotas em concursos para o magistério federal","Arruda, Dyego de Oliveira, Dias Filho, Marcos Napoleão do Rêgo Paiva, Coutinho, Gabriela dos Santos, Oliveira, Talita de",Sociedade e Estado; 40(3); -,Sociedade e Estado,Português,2025
S1414-32832025000100961-scl,Rastreamento em Saúde Mental pelos Agentes Comunitários de Saúde: percepções coletivas e partilha de experiências — um estudo piloto,"Merss, Carlos Eduardo, Cunha, João Antônio Pereira, Mahl, Gabriel, Braga, Camila Gomes","Interface - Comunicação, Saúde, Educação; 29(); -","Interface - Comunicação, Saúde, Educação",Português,2025
S1413-73722025000100246-scl,"MEDIAÇÃO DA APRENDIZAGEM NO ENSINO SUPERIOR, INSUCESSO ACADÊMICO E EVASÃO","Correia, Mônica de Fátima Batista, Bezerra, Henrique Jorge Simões, Fernandes, Lucas Amorim",Psicologia em Estudo; 30(); -,Psicologia em Estudo,"Inglês, Português",2025
S1679-39512025000600301-scl,Bridging managerial practice and scientific thinking: insights from a business game in management education,"CONEJERO, MARIA CAROLINA, LENNAN, MARIA LAURA FERRANTY MAC, MOURAD, AIMÃN IBRAHIM",Cadernos EBAPE.BR; 23(6); -,Cadernos EBAPE.BR,"Inglês, Português",2025
S1981-77462025000100522-scl,Fortalecimento da interprofissionalidade: uma nova proposta pedagógica para a Residência Multiprofissional,"Martini, Débora, Souza, Thaís Titon de, Manzini, Fernanda","Trabalho, Educação e Saúde; 23(); -","Trabalho, Educação e Saúde",Português,2025
S2595-31922025000100236-scl,Evidência da contribuição do cuidado farmacêutico no estudo e manejo da dor crônica,"Andrade, Maia e Maia Fischel e, Rascado, Ricardo Radighieri, Ferreira, Luciano Maia Alves, Silva, Marcelo Lourenço da",BrJP; 8(); -,BrJP,"Inglês, Português",2025
S0104-07072025000100334-scl,HEALTH INTERVENTION PROJECTS: STRATEGIC ACTION TO COMBAT CHRONIC AND NON-COMMUNICABLE DISEASES,"Ramos, Saulo Fabio, Amadigi, Felipa Rafaela, Gonçalves, Natalia, Souza, Thaise Honorato de, Machado, Rosani Ramos, Meirelles, Betina Hörner Schlindwein, Lino, Monica Motta",Texto & Contexto - Enfermagem; 34(); -,Texto & Contexto - Enfermagem,"Inglês, Português",2025
S1415-52732025000104401-scl,Analysis of qualitative dissertations and theses in Brazilian Nutrition postgraduate programs (2019-2024),"Vasconcelos, Francisco de Assis Guedes de",Revista de Nutrição; 38(); -,Revista de Nutrição,Inglês,2025
S0103-21002025000100512-scl,Intervenciones en problemas psicológicos de cuidadores de niños con cáncer: revisión sistemática,"Pelcastre-Neri, Aldo, García-Solano, Beatriz, Herrera-Paredes, José Manuel, Carreño-Moreno, Sonia, González-Rivera, Guadalupe, Ruvalcaba-Ledezma, Jesús Carlos",Acta Paulista de Enfermagem; 38(); -,Acta Paulista de Enfermagem,"Espanhol, Inglês",2025
S1415-52732025000103007-scl,Comparison of two diagnostic criteria for metabolic syndrome in adolescents and associations with subclinical atherosclerosis,"Oliveira, Renata Cardoso, Carvalho, Danielle Franklin de, Costa, Ivelise Fhrideraid Alves Furtado da, Silva, Bruna Gabrielle de Araújo, Araújo, Iale Guilherme, Medeiros, Carla Campos Muniz",Revista de Nutrição; 38(); -,Revista de Nutrição,Inglês,2025
S0103-21002025000100359-scl,Tecnologia educacional para assistência à pessoa idosa após acidente vascular cerebral,"Borba, Fabrícia Lucca, Kuznier, Tatiane Prette, Betiolli, Susanne Elero, Pimenta, Adriano Marçal, Hammerschmidt, Karina Silveira de Almeida, Pontes, Letícia, Garcia, Rosane Borges Ferreira, Zoschke, Claudia Fernanda Toporoski Sereneski",Acta Paulista de Enfermagem; 38(); -,Acta Paulista de Enfermagem,"Inglês, Português",2025
S0103-21002025000100312-scl,Usabilidade de protótipo de aplicativo para autocuidado de pessoas com insuficiência cardíaca,"Sousa, Mailson Marques de, Lopes, Camila Takáo, Almeida, André Atanasio Maranhão, Silveira, Rayane Monteiro, Almeida, Taciana da Costa Farias, Gouveia, Bernadete de Lourdes André, Oliveira, Simone Helena dos Santos",Acta Paulista de Enfermagem; 38(); -,Acta Paulista de Enfermagem,"Português, Inglês",2025
S0103-21002025000100318-scl,Cenário simulado para promoção do aleitamento materno na atenção primária à saúde,"Natarelli, Taison Regis Penariol, Campbell, Suzanne Hetzel, Mello, Débora Falleiros de, Moreno, Ana Isabel Parro, Fonseca, Luciana Mara Monti",Acta Paulista de Enfermagem; 38(); -,Acta Paulista de Enfermagem,"Português, Inglês",2025
S0103-21002025000100313-scl,Avaliação do conhecimento sobre papilomavírus humano entre estudantes universitários de enfermagem,"Sena, Bruna Thaís Salgado, Borges, Mariana Lopes, Pardo, Gabriela Reis de Souza, Panobianco, Marislei Sanches",Acta Paulista de Enfermagem; 38(); -,Acta Paulista de Enfermagem,"Português, Inglês",2025
S0103-21002025000100323-scl,Fatores relacionados à síndrome da fragilidade em idosos com hipertensão arterial sistêmica,"Matiello, Fernanda de Brito, Kobayasi, Dieyeni Yuki, Fernandes, Daiane de Souza, Silva, Mauriely Paiva de Alcântara e, Azevedo, Karina Bertrameli de, Fhon, Jack Roberto Silva, Lima, Nereida Kilza da Costa, Rodrigues, Rosalina Aparecida Partezani",Acta Paulista de Enfermagem; 38(); -,Acta Paulista de Enfermagem,"Português, Inglês",2025
S0103-21002025000100322-scl,Construção e validação de videoaula sobre avaliação do risco para pé diabético,"Sakamoto, Sabrina Ramires, Fusco, Suzimar de Fátima Benato, Nunes, Hélio Rubens de Carvalho",Acta Paulista de Enfermagem; 38(); -,Acta Paulista de Enfermagem,"Português, Inglês",2025
S2595-31922025000100208-scl,Exercícios de controle motor e educação em dor em indivíduos com dor lombar crônica inespecífica: ensaio clínico randomizado de viabilidade,"Nörnberg, Suendi Stifft, Costa, Gabriela Rodrigues, Decker, Ana Júlia da Rosa, Araújo, Francisco Xavier de, Vilarino, Guilherme Torres, Junkes-Cunha, Maíra",BrJP; 8(); -,BrJP,"Português, Inglês",2025
S0104-11692025000100326-scl,Effectiveness of educational technology on human immunodeficiency virus/AIDS prevention: randomized clinical trial,"Holanda, Priscila Cabral Melo, Abreu, Wilson Jorge Correia de, Linhares, Francisca Márcia Pereira, Mendes, Ryanne Carolynne Marques Gomes, Alves, Fábia Alexandra Pottes, Guedes, Tatiane Gomes",Revista Latino-Americana de Enfermagem; 33(); -,Revista Latino-Americana de Enfermagem,"Português, Inglês, Espanhol",2025
S0104-11692025000100504-scl,Quality of outpatient nursing care: a scoping review,"Brum, Bruna Noschang de, Nora, Carlise Rigon Dalla, Ramos, Adriana Roese, Foppa, Luciana, Riquinho, Deise Lisboa",Revista Latino-Americana de Enfermagem; 33(); -,Revista Latino-Americana de Enfermagem,"Português, Inglês, Espanhol",2025
S2317-17822025000300305-scl,Programa de estimulação das habilidades auditivas: uma proposta escolar,"Baruchi, Ana Flávia de Oliveira Nalom, Schochat, Eliane",CoDAS; 37(3); -,CoDAS,"Português, Inglês",2025
S0104-11692025000100325-scl,Construction and validation of a video on the insertion of gastric and enteral tubes in children,"Leonhardt, Gabriela Beatriz, Silva, Giovani Basso da, Prates, Guilherme Kayser, Canabarro, Simone Travi, Souza, Luccas Melo de",Revista Latino-Americana de Enfermagem; 33(); -,Revista Latino-Americana de Enfermagem,"Português, Inglês, Espanhol",2025
S1414-40772025000100300-scl,A INTERNACIONALIZAÇÃO DAS INSTITUIÇÕES DE ENSINO SUPERIOR DO RIO GRANDE DO SUL NA PERSPECTIVA DOS ATORES INSTITUCIONAIS,"Gazzoni, Fernando, Scherer, Flavia Luciane, Soares, Soraya de Souza, Piveta, Maíra Nunes, Pivetta, Natália Pavanelo",Avaliação: Revista da Avaliação da Educação Superior (Campinas); 30(); -,Avaliação: Revista da Avaliação da Educação Superior (Campinas),"Português, Inglês",2025
S0104-07072025000100702-scl,TOPP-N: TECHNOLOGICAL INNOVATION FOR GUIDING AND EVALUATING NURSING STUDENTS IN CURRICULAR INTERNSHIP IN BRAZIL,"Bresolin, Paula, Martini, Jussara Gue, Lazzari, Daniele Delacanal, Nes, Andrea Aparecida Gonçalves",Texto & Contexto - Enfermagem; 34(); -,Texto & Contexto - Enfermagem,Inglês,2025
S1414-81452025000100203-scl,Desenvolvimento e validação teórica do jogo PedCresce sobre consulta de enfermagem à criança,"Gratão, Bruna Gonçalves, Silva, George Oliveira, Aredes, Natália Del’ Angelo",Escola Anna Nery; 29(); -,Escola Anna Nery,Português,2025
S1983-14472025000100421-scl,Social media and streaming services: a cross-sectional study on factors associated with mental health,"Oliveira, Amanda dos Santos, Pedrollo, Laysa Fernanda Silva, Vedana, Kelly Graziani Giacchero, Silva, Aline Conceição",Revista Gaúcha de Enfermagem; 46(); -,Revista Gaúcha de Enfermagem,Inglês,2025
S0100-15742025000100505-scl,QUALIDADE DA EDUCAÇÃO BÁSICA: PARA ALÉM DOS TESTES COGNITIVOS EM LARGA ESCALA,"Oliveira, Dalila Andrade, Pereira Junior, Edmilson Antonio, Horta Neto, João Luiz",Cadernos de Pesquisa; 55(); -,Cadernos de Pesquisa,Português,2025
S1980-00372025000100408-scl,Family Health Strategy: physical fitness from the city of Minas Gerais,"Diniz, Letícia Nogueira, Rezende, Paulo Vitor Aparecido, Santos, João Pedro Santiago, Vieira, Yan Leo de Melo, Campos, Ana Vitória Leca Lara, Martins, Ana Paula Pereira, Drummond, Lucas Rios, Lacerda, Lucas Túlio de, Brandão, Camila Fernanda Cunha",Revista Brasileira de Cineantropometria & Desempenho Humano; 27(); -,Revista Brasileira de Cineantropometria & Desempenho Humano,Inglês,2025
S1414-32832025000100918-scl,"Intersetorialidade no Programa Saúde na Escola: estudo de caso de um município de Minas Gerais, Brasil","Silva, Luciana Terezinha da, Lima, Camilla Aparecida Silva de Oliveira, Vargas, Andréa Maria Duarte, Pordeus, Isabela Almeida","Interface - Comunicação, Saúde, Educação; 29(); -","Interface - Comunicação, Saúde, Educação",Português,2025
S1414-32832025000101806-scl,Ações da preceptoria no ensino-aprendizagem de residentes farmacêuticos na admissão hospitalar: um relato de experiência,"Gonsalves, Zilda de Santana, Souza, Raquel Martins de, Souza, Pedro Leonardo Oliveira de, Calil-Elias, Sabrina","Interface - Comunicação, Saúde, Educação; 29(); -","Interface - Comunicação, Saúde, Educação",Português,2025
S1414-32832025000101001-scl,A educação interprofissional no currículo de graduação das profissões de Saúde: uma revisão integrativa,"Lima, Aline Maria Peixoto, Dias, Vanessa Araújo, Batista, Nildo Alves","Interface - Comunicação, Saúde, Educação; 29(); -","Interface - Comunicação, Saúde, Educação",Português,2025
S0100-39842025000100302-scl,Hepatic cysts: a survival guide,"Gomes, Matheus Menezes, Cagliari, Gabriella Aquino Gouveia, Pacheco, Eduardo Oliveira, Torres, Ulysses Santos, D’Ippolito, Giuseppe",Radiologia Brasileira; 58(); -,Radiologia Brasileira,Inglês,2025
S2176-97452025000200208-scl,Perfil Epidemiológico dos Indivíduos que Foram a Óbito por Neoplasias Pulmonares Malignas na Cidade de Campinas-SP entre 2013 e 2023,"Lara, Camilly Reis, Ghosn, Samira Fernandes, Hirose, Mariana Ayumi, Simioni, Patricia Ucelli",Revista Brasileira de Cancerologia; 71(2); -,Revista Brasileira de Cancerologia,Português,2025
S1413-81232025000200308-scl,Home office is associated with weight gain during the COVID-19 pandemic: Brazilian population-based studies,"Meller, Fernanda de Oliveira, Schäfer, Antônio Augusto, Vargas, Bianca Languer, Viero, Vanise dos Santos Ferreira, Saes-Silva, Elizabet, Quadra, Micaela Rabelo, Dumith, Samuel de Carvalho",Ciência & Saúde Coletiva; 30(2); -,Ciência & Saúde Coletiva,Inglês,2025
S0101-31732025000300214-scl,Evaluation of the contemporary aesthetic education value of Chinese classical dance education thought,"Qi, Wen, Ma, Yunxia",Trans/Form/Ação; 48(3); -,Trans/Form/Ação,Inglês,2025
S1413-81232025000200901-scl,Bancos de alimentos brasileiros: como avaliá-los?,"Tenuta, Natalia, Teixeira, Romero Alves, Souza, Anelise Andrade de, Miranda, Wanessa Debôrtoli de, Paes-Sousa, Rômulo",Ciência & Saúde Coletiva; 30(2); -,Ciência & Saúde Coletiva,"Português, Inglês, Espanhol",2025
S1980-993X2025000100305-scl,"Sustainability, social inclusion, and governance: analyzing ESG practices at an urban public university in São Paulo, Brazil","Beneton, Nadine Sant'Anna, Ferreira, Willian José, Targa, Marcelo dos Santos, Cezar, Vicente Rodolfo Santos",Revista Ambiente & Água; 20(); -,Revista Ambiente & Água,Inglês,2025
S0104-11692025000100311-scl,Relationship between authentic leadership and job satisfaction among undergraduate nursing professors,"Flores, Cezar Augusto da Silva, Moura, André Almeida de, Santos, José Luis Guedes dos, Balsanelli, Alexandre Pazetto, Gabriel, Carmen Silvia, Bernardes, Andrea",Revista Latino-Americana de Enfermagem; 33(); -,Revista Latino-Americana de Enfermagem,"Português, Inglês, Espanhol",2025
S0104-11692025000100501-scl,Prevalent symptoms and characteristics of the Long COVID-19 population: a scoping review,"Prediger, Karina Marques, Ribeiro, Ana Cristina, Uehara, Sílvia Carla da Silva André",Revista Latino-Americana de Enfermagem; 33(); -,Revista Latino-Americana de Enfermagem,"Português, Inglês, Espanhol",2025
S1518-29242025000100201-scl,PERCEPÇÃO DE EDUCADORES SOBRE REPOSITÓRIOS DE RECURSOS EDUCACIONAIS ABERTOS (REA) NO ENSINO SUPERIOR,"Drumond, Geisa Meirelles, Méxas, Mirian Picinini, Meza, Lidia Angulo",Encontros Bibli; 30(); -,Encontros Bibli,Português,2025
S1413-81232025000200310-scl,Food insecurity in pregnancy and intergenerational educational mobility,"Fernandes, Renata Cordeiro, Höfelmann, Doroteia Aparecida",Ciência & Saúde Coletiva; 30(2); -,Ciência & Saúde Coletiva,Inglês,2025
S1413-81232025000200312-scl,"Condições de vida, qualidade da alimentação e fatores associados em mulheres e crianças de comunidades quilombolas em Goiás, Brasil","Silva, Priscila Olin, Schincaglia, Raquel Machado, Santos, Leonor Maria Pacheco, Gubert, Muriel Bauermann",Ciência & Saúde Coletiva; 30(2); -,Ciência & Saúde Coletiva,"Português, Inglês",2025
S1414-98932025000100307-scl,Efeitos do PROMOVE-Professores para as Práticas Educativas e Comportamentos Infantis,"Cognetti, Natália Pascon, Bolsoni-Silva, Alessandra Turini",Psicologia: Ciência e Profissão; 45(); -,Psicologia: Ciência e Profissão,Português,2025
S0102-46982025000100216-scl,LIDERANÇA DOCENTE: DESENVOLVIMENTO DE INSTRUMENTO DE IDENTIFICAÇÃO DE DOCENTES-LÍDERES,"PORTO, ANA CAROLINA RUSCA CORREA, PIMENTA, MARIA ALZIRA DE ALMEIDA",Educação em Revista; 41(); -,Educação em Revista,"Português, Inglês",2025
S1980-57642025000100700-scl,Social functioning in bipolar disorder: investigating the role played by comorbid physical illnesses and cognition,"Pereira, Isabela Martins Becattini, Mantovani, Lucas Machado, Frota, Gabriel Anselmo, Wenceslau, Raphael Rocha, Matos, Juliana Cunha, Cruz, Breno Fiuza, Teixeira, Antônio Lúcio, Barbosa, Izabela Guimarães",Dementia & Neuropsychologia; 19(); -,Dementia & Neuropsychologia,Inglês,2025
