ID,Title,Author(s),Source,Journal,Language(s),Publication year
S1413-81232025000900903-scl,Escala para avaliar o conhecimento sobre alimentação entre professores segundo o Guia Alimentar para a População Brasileira,"Santos, Thanise Sabrina Souza, Fonseca, Geralda Kelen, Pereira, Mariana Mendes, Silveira, Marise Fagundes, Pinho, Lucinéia de",Ciência & Saúde Coletiva; 30(9); -,Ciência & Saúde Coletiva,"Inglês, Português",2025
S1678-69712025000601204-scl,CEO characteristics and environmental disclosure: Evidence from companies listed on B3,"Sanfelice, Camila Peripolli, Silva, Annandy Raquel Pereira da, Ferreira, Denize Demarche Minatti, Borba, José Alonso",RAM. Revista de Administração Mackenzie; 26(6); -,RAM. Revista de Administração Mackenzie,Inglês,2025
S1980-00372025000100435-scl,Transcultural validation of the Canadian Assessment of Physical Literacy (CAPL-2) in Brazilian schoolchildren: a pilot study,"Patiño-Palma, Brayan E., Possamai, Kauana, Simoni, Silvia, Nascimento, Juarez Vieira do, Vidarte-Claros, José Armando",Revista Brasileira de Cineantropometria & Desempenho Humano; 27(); -,Revista Brasileira de Cineantropometria & Desempenho Humano,Inglês,2025
S0034-72802025000100308-scl,Parental awareness and its role in amblyopia detection and treatment,"Magalhães, Ticiana Pires, Moscovici, Bernardo Kaplan, Moreira, Caio Amadeo Silva, Colombo-Barboza, Luiz Roberto, Colombo-Barboza, Guilherme Novoa, Colombo-Barboza, Marcello Novoa",Revista Brasileira de Oftalmologia; 84(); -,Revista Brasileira de Oftalmologia,Inglês,2025
S0103-11042025000500217-scl,Tecnologias espaciais para identificação de áreas críticas da coinfecção TB-HIV: aplicação do Getis-Ord Gi*,"Alves, Josilene Dália, Kunrath, Daniely, Barros, Nathan da Silva, Rodrigues, Gabriela Valéria Santana, Oliveira Júnior, José Santos de, Scholze, Alessandro Rolim, Abade, André da Silva",Saúde em Debate; 49(spe1); -,Saúde em Debate,Português,2025
S0034-71672025001300164-scl,Construction and assessment of the “Almanac for Women with Breast Cancer”: convergent care research,"Teófilo, Karolina Rosa, Zocche, Denise Antunes de Azambuja, Carmona, Ana Paula, Fiorin, Bruno Henrique, Almeida, Marcia Valéria de Souza, Primo, Cândida Caniçali, Lima, Eliane de Fatima Almeida",Revista Brasileira de Enfermagem; 78(); -,Revista Brasileira de Enfermagem,Inglês,2025
S2175-62362025000100247-scl,A Beleza do Contraditório: As Nuvens de Aristófanes,"Hardt, Lúcia Schneider",Educação & Realidade; 50(); -,Educação & Realidade,Português,2025
S0034-71672025001300303-scl,Educational games for self-care of people with intestinal ostomies: a scoping review,"Vicente, Camila, Amante, Lúcia Nazareth, Silveira, Lorena Barros da, Pina, Rizioléia Marina Pinheiro, Lucca, Huiana Cristine",Revista Brasileira de Enfermagem; 78(); -,Revista Brasileira de Enfermagem,Inglês,2025
S0034-71672025001300165-scl,Development and assessment of an educational video to promote self-efficacy in newborn care,"Oliveira, Rhaiany Kelly Lopes de, Silva, Maria Jocelane Nascimento da, Braga, Hévila Ferreira Gomes Medeiros, Rouberte, Emília Soares Chaves, Monteiro, Flávia Paula Magalhães, Soares, Antônio Marcos de Souza, Rosa, Benedita Shirley Carlos, Cardoso, Maria Vera Lúcia Moreira Leitão, Melo, Emanuella Silva Joventino",Revista Brasileira de Enfermagem; 78(); -,Revista Brasileira de Enfermagem,Inglês,2025
S0034-71672025001300162-scl,Clinical simulation and deliberate practice in rapid-cycle deliberate practice: a randomized clinical trial,"Silva, Gisele Cabral da, Campanharo, Cássia Regina Vancini, Lopes, Maria Carolina Barbosa Teixeira, Okuno, Meiry Fernanda Pinto, Miura, Carla Roberta Monteiro, Batista, Ruth Ester Assayag",Revista Brasileira de Enfermagem; 78(); -,Revista Brasileira de Enfermagem,Inglês,2025
S1414-32832025000101005-scl,Desigualdade de gênero na educação médica: barreiras enfrentadas pelas estudantes e profissionais brasileiras,"Costa, Wesley Thyago Alves da, Jansen, Rhillary Cardoso, Nascimento, Jessica Silva do, Paulino, Karem Vitoria Reis Mendes, Paulino, Mattheus Mesquita, Ribeiro, Helem Ferreira","Interface - Comunicação, Saúde, Educação; 29(); -","Interface - Comunicação, Saúde, Educação",Português,2025
S0100-55022025000400219-scl,Competência em medicina baseada em evidências de uma universidade pública: influência do período de graduação,"Silva Júnior, Robson Garrido de Paiva, Becker, Ana Flávia, Gomes, Leonardo Campos, Leite, Isabel Cristina Gonçalves",Revista Brasileira de Educação Médica; 49(4); -,Revista Brasileira de Educação Médica,Português,2025
S1414-98932025000100338-scl,Educação Permanente em Saúde: Perspectiva do Núcleo Ampliado de Saúde da Família,"Botacin, Wellen Góbi, Ferreira, Lorena, Cruz, Marly Marques da, Belotti, Meyrielle, Esposti, Carolina Dutra Degli",Psicologia: Ciência e Profissão; 45(); -,Psicologia: Ciência e Profissão,Português,2025
S0103-05822025000100460-scl,"Validity, reproducibility, and reliability of the Brazilian version of the smartphone addiction scale-short version in children","Martins, Rafael Vieira, Bacil, Eliane Denise Araújo, Silva, Michael Pereira da, Campos, Wagner de",Revista Paulista de Pediatria; 43(); -,Revista Paulista de Pediatria,Inglês,2025
S0102-311X2025001201407-scl,Sociodemographic factors and physical activity domains associated with sedentary behavior in older adults: evidence from a population-based study,"Ferreira, Bruno Holanda, Figueiredo, Tatiane Kosimenko Ferrari, Monteiro, Camila Nascimento, Santos, Edigê Felipe de Sousa, Cesar, Chester Luiz Galvão, Goldbaum, Moisés, Luiz, Olinda do Carmo",Cadernos de Saúde Pública; 41(12); -,Cadernos de Saúde Pública,Inglês,2025
S1413-81232025001201212-scl,"Prevalencia y factores asociados a fragilidad en ancianos residentes en el área urbana: Casino Deportivo, 2020","Mutonga, Daniel Munyambu, Lapadula, Maria Carla, Martínez, Bárbara Meylin González, Rodríguez, Yaima Álvarez",Ciência & Saúde Coletiva; 30(12); -,Ciência & Saúde Coletiva,Espanhol,2025
S1414-98932025000200305-scl,Graduação em Psicologia no Brasil: Mapeamento Nacional das Matrizes Curriculares,"Bado, Patricia P., Mezavilla, Maria Luiza, van Deursen, Marie, Cito, Luisa, Bastos, Laura, Alves, Amanda, Sales, Rosane Reis de, Castro, José Guilherme, Franscisco, Patrícia, Valle-Simões, Afonso do, Bittencourt, Lucas Gusso, Melo, David Andrade Corrêa de, Bueno, Nicholas Robottom, Loureiro, Giovanna Veloso, Portela, Fernando Bahia, Souza, Eduarda Silva, Capocchi, Chiara Velarde, Carvalho, Maísa, Martins, Ana Carolina Bacellar, Fonseca, Miguel Naliato, Souza Neto, Mariana, Rocha, João Pedro Prisco da, Borelli, Giulia Cascales, Marca, Renato de, Leal, Mariê, Nepomuceno, Isabelle Barcellos, Vera, Isabella, Vinagre, Júlia Carvalho, Rocha, César Antonio Alves da, Andrade, Vitor Douglas de, Neufeld, Carmem Beatriz",Psicologia: Ciência e Profissão; 45(spe1); -,Psicologia: Ciência e Profissão,Português,2025
S0103-40142025000301609-scl,Reflexões sobre o futuro das avaliações educacionais no Brasil,"Castro, Maria Helena Guimarães de",Estudos Avançados; 39(115); -,Estudos Avançados,Português,2025
S0103-40142025000301607-scl,Para onde vai o Ensino Médio? Uma análise dos marcos legais e normativos de 2017 e 2024,"Deschamps, Eduardo",Estudos Avançados; 39(115); -,Estudos Avançados,Português,2025
S0103-40142025000301605-scl,A convivência nas escolas: desafios e possibilidades,"Vinha, Telma P., Nunes, Cesar Augusto Amaral, Tognetta, Luciene Regina Paulino, Aragão, Ana Maria Falcão de",Estudos Avançados; 39(115); -,Estudos Avançados,Português,2025
S1413-81232025000900304-scl,A produção científica em Nutrição na Revista Ciência & Saúde Coletiva (2020-2024),"Fonseca, Vania de Matos, Marano, Daniele, Abranches, Andrea Dunshee de, Amaral, Yasmin Notarbartolo di Villarosa do, Florintino, Camila da Silva, Vasconcelos, Francisco de Assis Guedes de",Ciência & Saúde Coletiva; 30(9); -,Ciência & Saúde Coletiva,"Inglês, Português",2025
S2448-24552025000100235-scl,THE EFFECTIVENESS OF PERSONALIZED PHYSICAL EDUCATION PROGRAMS ON FITNESS OUTCOMES IN FEMALE UNIVERSITY STUDENTS,"Thuc, Dao Chanh",Journal of Physical Education; 36(); -,Journal of Physical Education,Inglês,2025
S2448-24552025000100227-scl,EMPOWERING PE TEACHERS IN THE DIGITAL AGE: A PRETEST-POSTTEST STUDY OF THE EDUTECHPJTM MODULE,"Rahman, Noor Azizah Abd, Anuar, Nurwina, Karim, Aidah Abdul, Yusof, Ahmad Rizal Mohd",Journal of Physical Education; 36(); -,Journal of Physical Education,Inglês,2025
S1413-81232025000900306-scl,Educação em saúde: ênfases das pesquisas publicadas no período de 2014-2024,"Lima, Valéria Vernaschi",Ciência & Saúde Coletiva; 30(9); -,Ciência & Saúde Coletiva,"Inglês, Português",2025
S1413-81232025000900911-scl,Iniquidades raciais em saúde bucal na população brasileira: uma análise da Pesquisa Nacional de Saúde de 2019,"Cunha, Rafaela de Oliveira, Correia, Pedro Shaday Mariano, Nogueira, Mário Círio, Leite, Isabel Cristina Gonçalves",Ciência & Saúde Coletiva; 30(9); -,Ciência & Saúde Coletiva,Português,2025
S2448-24552025000100230-scl,EVALUATING THE COMPUTATIONAL CAPACITY OF STUDENTS IN CHESS CLASSES AFTER APPLYING TACTICAL COORDINATION EXERCISES,"Duc, Thanh Nguyen, Ha, Minh Diu",Journal of Physical Education; 36(); -,Journal of Physical Education,Inglês,2025
S1413-78522025001100600-scl,IMPACT AND HEALTHCARE UTILIZATION PATTERNS OF AN ORTHOPEDIC TELEMEDICINE PROGRAM IN BRAZIL,"YAMAGUCHI, FABIO SEIJI MAZZI, SILVA, VITOR MATHEUS, KROES, HECTOR FUGIHARA, SILVA, JORGE DOS SANTOS, MARCON, RAPHAEL MARTUS, GURGEL, HENRIQUE MELO DE CAMPOS",Acta Ortopédica Brasileira; 33(spe2); -,Acta Ortopédica Brasileira,Inglês,2025
S0080-62342025000100482-scl,Relationship between health-seeking behavior and digital health literacy in epilepsy patients,"Serin, Emine Kaplan, Tülüce, Derya, Usta, Semra",Revista da Escola de Enfermagem da USP; 59(); -,Revista da Escola de Enfermagem da USP,"Inglês, Espanhol",2025
S1980-00372025000100427-scl,Agreement between anthropometric indicators in the identification of high adiposity in schoolchildren,"Sena, Roberta Costa, Silva, Fernanda de Oliveira Figueiredo, Murta, Nadja Maria Gomes, Silva, Ana Carolina Souza, Nobre, Luciana Neri",Revista Brasileira de Cineantropometria & Desempenho Humano; 27(); -,Revista Brasileira de Cineantropometria & Desempenho Humano,Inglês,2025
S1983-21172025000100221-scl,INVESTIGAÇÃO DE UMA RECEITA DECOLONIAL STENGERLIANA PARA A FORMAÇÃO DOCENTE EM CIÊNCIAS,"Machado, Vitor Fabrício, Bagdonas, Alexandre, Costa, Daiane Beatriz, Oliveira, Jéssica Carolina Duarte de, Barbosa, David André",Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 27(); -,Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),Português,2025
S0100-55022025000400207-scl,Validação de um atlas virtual para ensino e aprendizagem de histologia: um estudo metodológico,"Joaquim, Davide Carlos, Furtado, Ismael Pordeus Bezerra, Payeras, Márcia Rodrigues, Lambert, Ana Paula Franco, Leite, Ana Caroline Rocha de Melo, Girão-Carmona, Virgínia Cláudia Carneiro",Revista Brasileira de Educação Médica; 49(4); -,Revista Brasileira de Educação Médica,"Português, Inglês",2025
S1414-98932025000200312-scl,Desafios da Formação em Avaliação Psicológica no Países do Sul Global,"Oliveira, Katya Luciane, Noronha, Ana Paula Porto, Peixoto, Evandro de Morais, Muniz, Monalisa",Psicologia: Ciência e Profissão; 45(spe1); -,Psicologia: Ciência e Profissão,Português,2025
S1983-14472025000100438-scl,The effect of evaluator presence in simulated scenarios on basic life support: a randomized study,"Tony, Ana Carolina Carraro, Silva, Marcos Paulo Schlinz e, Alvim, André Luiz Silva, Ribeiro, Luciane, Prado, Roberta Teixeira, Cavalcante, Ricardo Bezerra, Coelho, Angélica da Conceição Oliveira, Carbogim, Fábio da Costa",Revista Gaúcha de Enfermagem; 46(); -,Revista Gaúcha de Enfermagem,"Inglês, Português",2025
S1983-14472025000100439-scl,Nursing professionals training on postpartum mental health: before and after,"Tomaz, Raquel Gomes de Oliveira, Brito, Ana Paula Almeida, Riesco, Maria Luiza Gonzalez",Revista Gaúcha de Enfermagem; 46(); -,Revista Gaúcha de Enfermagem,"Inglês, Português",2025
S1414-462X2025000200213-scl,Mudança percebida no estado de saúde de professores da educação básica pública durante a pandemia da COVID-19,"Silva, Nayra Suze Souza e, Ferreira, Thalita Bahia, Brito, Maria Fernanda Santos Figueiredo, Pinho, Lucineia de, Silveira, Marise Fagundes, Silva, Rosângela Ramos Veloso, Haikal, Desirée Sant’Ana",Cadernos Saúde Coletiva; 33(2); -,Cadernos Saúde Coletiva,Português,2025
S1809-29502025000100225-scl,Physical Therapy students’ perception of the Objective Structured Clinical Examination: a mixed methods approach,"Santos, Thiago Oliveira, Oliveira, Priscila Gomes de Jesus, Silva, Rafaela Oliveira, Bernardi, Lília Maria Mendes, Annoni, Raquel",Fisioterapia e Pesquisa; 32(); -,Fisioterapia e Pesquisa,"Português, Inglês",2025
S0103-05822025000100438-scl,Evaluating the prevalence and adequate treatment for congenital syphilis in a Brazilian reference maternity hospital,"Duarte, Alan Oliveira, Souza, Mariellen Santos de Jesus, Silva, Ricardo Sampaio Hein da, Vasconcelos, Géssica Almeida, Martins, Lorena Cunha, Alves, Maria Aline Silva, Machado, Ciro Gomes, Cordeiro, Soraia Machado, Santos, Carina Carvalho dos, Ferreira, Junia Raquel Dutra, Oliveira, Patrícia Santos de, Calcagno, Juan Ignacio, de Siqueira, Isadora Cristina",Revista Paulista de Pediatria; 43(); -,Revista Paulista de Pediatria,Inglês,2025
S2176-97452025000300403-scl,Antecedents of Uncertainty in Adults with Oncologic Diagnosis: Literature Integrative Review,"Barboza-Solano, Nelson, Solano-Flores, Karol, Solano-López, Ana Laura",Revista Brasileira de Cancerologia; 71(3); -,Revista Brasileira de Cancerologia,"Inglês, Espanhol",2025
S1678-765X2025000100411-scl,As necessidades de letramento informacional com estudantes universitários,"Trindade, Ueliton Araújo, Lima, Maria Aldecy Rodrigues de, Rocha, Ana Flávia de Lima",RDBCI: Revista Digital de Biblioteconomia e Ciência da Informação; 23(); -,RDBCI: Revista Digital de Biblioteconomia e Ciência da Informação,"Português, Inglês",2025
S1983-21172025000100218-scl,A PESQUISA LATINO-AMERICANA EM EDUCAÇÃO QUÍMICA: DESAFIOS DOCENTES NA PANDEMIA,"Galiazzi, Maria do Carmo, Medeiros, Ana Laura Salcedo de, Sousa, Robson Simplicio de, Teles, Jeíza Sousa, Moreno-Rodríguez, Andrei Steveen",Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 27(); -,Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),Português,2025
S1809-29502025000100220-scl,Musculoskeletal symptoms in professors: implications of the COVID-19 pandemic,"Souza, Luiza Morais Araújo, Pereira, Larissa Mirelle de Oliveira, Moreira, Wagner Elias de Melo, Coelho, Jasiara Carla de Oliveira, Cecílio, Samyra Giarola",Fisioterapia e Pesquisa; 32(); -,Fisioterapia e Pesquisa,"Português, Inglês",2025
S0034-71672025001000161-scl,Effectiveness of the Educational Technology “Sophia’s Story” in Transitional Care and Stimulation of Preterm Infants,"Morelo, Jamile Gregorio, Rena, Pamela Brustolini Oliveira, Lemos, Rayla Amaral, Melo, Nádia Proença de, Veríssimo, Maria de La Ó Ramallo",Revista Brasileira de Enfermagem; 78(); -,Revista Brasileira de Enfermagem,"Português, Inglês",2025
S1413-65382025000100416-scl,AVALIAÇÃO DA INCLUSÃO DOS ALUNOS DA EDUCAÇÃO ESPECIAL: UM ESTUDO DE CASO NA REDE MUNICIPAL DE ENSINO DE FLORIANÓPOLIS1,"MAISTO, Ana Caroline Silva, ZANELLA, Andreia, KONRATH, Andréa Cristina",Revista Brasileira de Educação Especial; 31(); -,Revista Brasileira de Educação Especial,Português,2025
S1413-65382025000100420-scl,BARREIRAS E ESTRATÉGIAS DE ACESSO NAS TRAJETÓRIAS DE PESSOAS COM DEFICIÊNCIA (PCD) NO ENSINO SUPERIOR: UMA LEITURA A PARTIR DO CONCEITO DE TERRITORIALIDADES1,"ALMEIDA, Lidiane Pires dos Santos Ribeiro de, LAHR, Silvana Lopes NOGUEIRA, GUIMARÃES, Joicy da Fonseca, BICALHO, Maria Gabriela Parenti",Revista Brasileira de Educação Especial; 31(); -,Revista Brasileira de Educação Especial,Português,2025
S1413-65382025000100422-scl,"EDUCAÇÃO ESPECIAL INCLUSIVA E POLÍTICAS PÚBLICAS: AVANÇOS, DESAFIOS E PERSPECTIVAS1","RIBOLI, Cesar, PERTUZZATTI, Mariluza Terezinha",Revista Brasileira de Educação Especial; 31(); -,Revista Brasileira de Educação Especial,Português,2025
S1413-65382025000100415-scl,LEITORES DE TELA E ACESSIBILIDADE: AVALIAÇÃO HEURÍSTICA NA REVISTA BRASILEIRA DE EDUCAÇÃO ESPECIAL1,"VOLANTE, Daniele Pinheiro, PEREIRA, Lívia Maria Reis, CABRAL, Leonardo Santos Amâncio",Revista Brasileira de Educação Especial; 31(); -,Revista Brasileira de Educação Especial,Português,2025
S1413-65382025000100419-scl,"PERCEPÇÃO DE PAIS E RESPONSÁVEIS SOBRE A INCLUSÃO ESCOLAR E O ATENDIMENTO DA ESCOLA OFERECIDO AOS SEUS FILHOS1,","SANTOS, Camila Elidia Messias dos, RODRIGUES, Olga Maria Piazentin Rolim, CAPELLINI, Vera Lucia Messias Fialho",Revista Brasileira de Educação Especial; 31(); -,Revista Brasileira de Educação Especial,Português,2025
S1980-57642025000100417-scl,Anticholinergic burden and polypharmacy in patients referred from primary care to tertiary dementia centers in Brazil,"Castilhos, Raphael Machado, Formoso, Carolina Rodrigues, Borelli, Wyllians Vendramini, Teixeira, Elaine Calumby, Dousseau, Gabriella Corrêa, Chaves, Márcia Lorena Fagundes, Brucki, Sonia Maria Dozzi",Dementia & Neuropsychologia; 19(); -,Dementia & Neuropsychologia,Inglês,2025
S0104-07072025000100311-scl,BASIC PRINCIPLES OF ULTRASOUND: DEVELOPMENT AND VALIDITY OF AN INSTRUCTIONAL E-BOOK,"Santos, Thiago Gomes Pereira dos, Silva, Thiago Vital da, Teixeira, Hellen Caroline da Silva, Gimenes, Fernanda Raphael Escobar, Lopes, Juliana de Lima, Lopes, Camila Takao, Domingues, Tania Arena Moreira, Santos, Vinicius Batista",Texto & Contexto - Enfermagem; 34(); -,Texto & Contexto - Enfermagem,"Português, Inglês",2025
S1518-70122025000100312-scl,Efeitos do Programa Nacional de Alimentação Escolar sobre o PIB dos municípios cearenses no período de 2011 a 2021,"Brito, Cícero Vinicius Souza, Lucena, Manoel Alexandre de, Sousa, Eliane Pinheiro de",Interações (Campo Grande); 26(); -,Interações (Campo Grande),Português,2025
S0103-863X2025000100404-scl,"COVID-19 and Children’s Mental Health: The Impact of Sociodemographic Variables, Educational Practices and Stressors","Valandro, Graciana Sanchotene, Rodrigues, Gabriel dos Reis, Marin, Angela Helena",Paidéia (Ribeirão Preto); 35(); -,Paidéia (Ribeirão Preto),Inglês,2025
S0103-73312025000300605-scl,Fatores relacionados à qualidade de vida em adolescentes com diabetes mellitus tipo 1: uma revisão sistemática,"Vargas, Deisi Maria, Neis, Monique, Azevedo, Luciane Coutinho de",Physis: Revista de Saúde Coletiva; 35(3); -,Physis: Revista de Saúde Coletiva,"Inglês, Português",2025
S0103-73312025000300506-scl,"Produção científica sobre prevenção e tratamento do câncer de colo de útero, 2009 a 2019","Sanabria, Clara Aleida Prada, Delgado, Ronald Enrique, Silva, Mariana Batista",Physis: Revista de Saúde Coletiva; 35(3); -,Physis: Revista de Saúde Coletiva,Português,2025
S0103-73312025000300519-scl,Direito à Saúde e a Participação Social: simulação do Conselho Municipal de Saúde na Educação Básica,"Barbosa, Maria Luiza dos Santos, Liberale, Marina, Ventura, Carla Aparecida Arena",Physis: Revista de Saúde Coletiva; 35(3); -,Physis: Revista de Saúde Coletiva,"Inglês, Português",2025
S0103-73312025000300601-scl,Explorando tendências e desafios na educação médica em saúde global: revisão de escopo,"Danelle, Victor Augusto, Pires, Ivan Araujo, Pereira, Beatriz Helena Wolpe, Ribeiro, Elaine Rossi, Bellani, William Augusto Gomes de Oliveira",Physis: Revista de Saúde Coletiva; 35(3); -,Physis: Revista de Saúde Coletiva,"Inglês, Português",2025
S2675-312X2025000100106-scl,Misinterpretation of Indeterminate Diastolic Function: Awareness and Insights from a Survey among Brazilian Cardiologists,"Rassi, Daniela do Carmo, Rassi, Salvador, Assef, Jorge Eduardo, Felix, Alex dos Santos, Beck, Adenalva Lima de Souza, Cruz, Cecília Beatriz Bittencourt Viana, Barberato, Silvio Henrique",ABC Imagem Cardiovascular; 38(1); -,ABC Imagem Cardiovascular,"Português, Inglês",2025
S0104-40602025000100134-scl,Leitura e escrita no currículo e nas práticas da Educação Infantil: um estudo de caso de Belo Horizonte (MG),"Braga, Daniel Santos, Pereira, Ana Paula Pedersoli, Barbosa, Raquel Cristina Baeta",Educar em Revista; 41(); -,Educar em Revista,Português,2025
S1809-29502025000100215-scl,Use of vaginal dilators and effects on vaginal volume and quality of life: a randomized clinical trial,"Haddad, Natalia Carion, Oliveira, Marco Aurelio Pinho de, Soares, Leila Cristina",Fisioterapia e Pesquisa; 32(); -,Fisioterapia e Pesquisa,"Inglês, Português",2025
S0100-55022025000300405-scl,Roteiro de entrevista clínica voltado para atenção primária: uma abordagem tridimensional,"Souza, Ricardo Alexandre de, Oliveira, Ana Flávia Alves de, Tigre, Carlos Eduardo Moraes, Barroso, Eduardha Santos Temponi",Revista Brasileira de Educação Médica; 49(3); -,Revista Brasileira de Educação Médica,"Português, Inglês",2025
S1519-38292025000100412-scl,Development and validation of educational-assistance technology for self-care for pregnant trans men during prenatal care,"Henrique, Matheus Emanuel de Castro, Clementino, Francisco de Sales, Avelino, Matheus Madson Lima, Cavalcante, Eliane Santos, Nascimento, Ellany Gurgel Cosme do, Pessoa Júnior, João Mário",Revista Brasileira de Saúde Materno Infantil; 25(); -,Revista Brasileira de Saúde Materno Infantil,"Inglês, Português",2025
S1517-97022025000100700-scl,Use of ChatGPT as a study and teaching complementary tool in the medical course,"Carvalho, Marcelle Ribeiro De, Greco, Marília Eduarda, Souza, Daniela Maysa de",Educação e Pesquisa; 51(); -,Educação e Pesquisa,"Português, Inglês",2025
S1516-73132025000100222-scl,Sequência didática e o uso de literatura de cordel como recurso pedagógico no ensino da prevenção de Doenças Transmitidas por Alimentos (DTA),"Melo, Danúbia Vieira de, Vasco de Góz, Patrícia Mariana, Campos, Luís André de Almeida, Lima, Kênio Erithon Cavalcante de, Cavalcanti, Isabella Macário Ferro",Ciência & Educação (Bauru); 31(); -,Ciência & Educação (Bauru),Português,2025
S0102-311X2025000701400-scl,Prevalence and factors associated with problematic use of smartphone in high school students from southern Brazil,"Almeida, Bruno Pedrini de, Dumith, Samuel C., Silva, Michael Pereira da",Cadernos de Saúde Pública; 41(7); -,Cadernos de Saúde Pública,Inglês,2025
S0102-311X2025000701200-scl,Loneliness in Brazil: a silent threat to Public Health,"Passarelli-Araújo, Hisrael",Cadernos de Saúde Pública; 41(7); -,Cadernos de Saúde Pública,Inglês,2025
S0102-311X2025000701402-scl,Association between abdominal obesity and hypertension: analysis of the Peruvian Demographic Family Health Survey (2018-2023),"Laveriano-Terreros, Ivett, Bernabe-Ortiz, Antonio",Cadernos de Saúde Pública; 41(7); -,Cadernos de Saúde Pública,Inglês,2025
S1415-65552025000301105-scl,Diagnostic Model for IT Governance Assessment in Federal Public Universities,"Santos, Vitor Muniz dos, Moura, Louisi Francis, Zarelli, Paula Regina",Revista de Administração Contemporânea; 29(3); -,Revista de Administração Contemporânea,"Inglês, Português",2025
S1413-78522025000406400-scl,PHYSICAL ASSESSMENT IN SURFERS: GUIDELINES FOR HEALTH PROFESSIONALS - PART 1 UPPER QUARTER,"Lima, Guilherme Vieira, Takeuchi, Eduardo, de Seixas, Pedro Miguel Carriço, Rehder, Alexander, Prada, Marcus Vinicius Pereira, Baboghluian, Marcelo, Brech, Guilherme Carlos",Acta Ortopédica Brasileira; 33(4); -,Acta Ortopédica Brasileira,Inglês,2025
S1413-78522025000406401-scl,PHYSICAL ASSESSMENT IN SURFERS: GUIDELINES FOR HEALTH PROFESSIONALS - PART 2 LOWER QUARTER,"Brech, Guilherme Carlos, Takeuchi, Eduardo, Seixas, Pedro Miguel Carriço de, Rehder, Alexander, Prada, Marcus Vinicius Pereira, Baboghluian, Marcelo, Lima, Guilherme Vieira",Acta Ortopédica Brasileira; 33(4); -,Acta Ortopédica Brasileira,Inglês,2025
S2237-96222025000100301-scl,Individual and contextual characteristics associated with concurrent risk factors among adolescents: a multilevel cross-sectional study based on the 2019 Brazilian National Health Survey,"Silva, Ruàn Éverton de Souza, Lima, Eduardo Araujo, Silva, Antonio Valdeir Lopes da, Silva, Shelda Santos, Sousa, Jéssica Fernanda de, Oliveira, Edina Araújo Rodrigues, Silva, Danilla Michelle Costa e, Carvalho, Mailson Fontes de, Carvalho, Rumão Batista Nunes de",Epidemiologia e Serviços de Saúde; 34(); -,Epidemiologia e Serviços de Saúde,"Inglês, Português",2025
S0080-62342025000100480-scl,Health literacy among lactating women and the promotion of breastfeeding and maternal and child health,"Corrêa, Élida Cristina Santos, Rabelo, Poliana Pereira Costa, Cruz, Pablo Nascimento, Rolim, Isaura Letícia Tavares Palmeira, Moraes, Katarinne Lima, Bezerra, Janaína Miranda",Revista da Escola de Enfermagem da USP; 59(); -,Revista da Escola de Enfermagem da USP,"Inglês, Português, Espanhol",2025
S0104-07072025000100320-scl,EDUCATIONAL INTERVENTION IN THE POST-OPERATIVE PERIOD OF CARDIAC SURGERY: A MIXED METHODS STUDY GUIDED BY THE HEALTH BELIEF MODEL,"Paz, Vanêssa Piccinin, Kolankiewicz, Adriane Cristina Bernat, Nogueira, Luciana de Alcantara, Miranda, Fernanda Moura D’Almeida, Mantovani, Maria de Fátima, Lorenzini, Elisiane",Texto & Contexto - Enfermagem; 34(); -,Texto & Contexto - Enfermagem,"Inglês, Português",2025
S0103-11042025000600200-scl,Avaliação da implementação do ‘Qualifica Cerest’: contribuições para a Saúde do Trabalhador em Porto Alegre-RS (2020-2023),"Lopes, Solange Therezinha Pereira, Pasche, Dário Frederico, Silva, Cristiane Barata, Lopes, Rosane Gomes Alves",Saúde em Debate; 49(spe2); -,Saúde em Debate,"Inglês, Português, Espanhol",2025
S0303-76572025000100214-scl,"Associação entre trabalho noturno e em turnos ininterruptos com acidentes de trabalho e de trajeto: resultados da Pesquisa Nacional de Saúde, 2019","Nascimento-Souza, Mary Anne, Silva, Luiz Sérgio",Revista Brasileira de Saúde Ocupacional; 50(); -,Revista Brasileira de Saúde Ocupacional,"Inglês, Português",2025
S2448-24552025000100406-scl,EFFECTIVENESS OF INTEGRATED LEARNING FOR PROMOTING HOLISTIC DEVELOPMENT ELEMENTARY STUDENTS: SYSTEMATIC REVIEW AND META-ANALYSIS,"Endrawan, I Bagus, Winara, , Yani, Ahmad, Alficandra, , Martinus, , Kamarudin, , Esser, Balkis Ratu NL, Manullang, Jujur Gunawan",Journal of Physical Education; 36(); -,Journal of Physical Education,Inglês,2025
S0103-40142025000301604-scl,Uma proposta de avaliação das competências gerais da BNCC na Educação Básica,"Primi, Ricardo, Alves, Gisele, Crispim, Ana Carla, Martins, Gustavo Henrique, Valentini, Felipe, Hauck Filho, Nelson, Peres, Alexandre, Ambiel, Rodolfo, Castilho, Priscila C. de",Estudos Avançados; 39(115); -,Estudos Avançados,Português,2025
